start_neighborhood,trip_duration
Chelsea-Hudson Yards,657.0
Tribeca-Civic Center,1596.0
Midtown-Times Square,139.0
Gramercy,264.0
West Village,465.0
East Midtown-Turtle Bay,837.0
Gramercy,968.0
Lower East Side,815.0
Brooklyn Heights,627.0
West Village,829.0
Midtown-Times Square,577.0
Chelsea-Hudson Yards,522.0
Greenwich Village,537.0
Chelsea-Hudson Yards,586.0
Gramercy,257.0
Murray Hill-Kips Bay,774.0
West Village,488.0
Williamsburg,103.0
Chelsea-Hudson Yards,287.0
Midtown South-Flatiron-Union Square,680.0
East Village,1062.0
Midtown-Times Square,741.0
Midtown-Times Square,664.0
Financial District-Battery Park City,364.0
Chelsea-Hudson Yards,315.0
SoHo-Little Italy-Hudson Square,636.0
Lower East Side,608.0
Financial District-Battery Park City,259.0
Financial District-Battery Park City,723.0
Murray Hill-Kips Bay,845.0
Chelsea-Hudson Yards,212.0
Fort Greene,402.0
Chelsea-Hudson Yards,944.0
East Village,174.0
Downtown Brooklyn-DUMBO-Boerum Hill,435.0
Hell's Kitchen,1920.0
Midtown South-Flatiron-Union Square,591.0
Greenwich Village,1752.0
Hell's Kitchen,1071.0
Midtown-Times Square,366.0
Murray Hill-Kips Bay,1256.0
East Village,290.0
Tribeca-Civic Center,857.0
Bedford-Stuyvesant (West),776.0
East Midtown-Turtle Bay,523.0
Midtown-Times Square,326.0
Hell's Kitchen,254.0
West Village,2045.0
Chelsea-Hudson Yards,673.0
Murray Hill-Kips Bay,535.0
East Midtown-Turtle Bay,1855.0
Midtown South-Flatiron-Union Square,362.0
Chelsea-Hudson Yards,436.0
Tribeca-Civic Center,1796.0
Midtown-Times Square,486.0
Stuyvesant Town-Peter Cooper Village,324.0
Fort Greene,1906.0
Stuyvesant Town-Peter Cooper Village,587.0
Brooklyn Heights,639.0
Lower East Side,1507.0
Midtown South-Flatiron-Union Square,373.0
Financial District-Battery Park City,237.0
West Village,1639.0
Greenwich Village,890.0
East Village,642.0
Midtown-Times Square,908.0
Murray Hill-Kips Bay,843.0
Chinatown-Two Bridges,1741.0
East Village,1043.0
Greenwich Village,700.0
Hell's Kitchen,2022.0
Murray Hill-Kips Bay,1587.0
Financial District-Battery Park City,1449.0
Lower East Side,499.0
Murray Hill-Kips Bay,382.0
Greenwich Village,474.0
Murray Hill-Kips Bay,692.0
Chelsea-Hudson Yards,1394.0
Downtown Brooklyn-DUMBO-Boerum Hill,962.0
East Village,255.0
Financial District-Battery Park City,269.0
Downtown Brooklyn-DUMBO-Boerum Hill,387.0
Financial District-Battery Park City,1083.0
Stuyvesant Town-Peter Cooper Village,904.0
Tribeca-Civic Center,1671.0
Midtown-Times Square,280.0
Fort Greene,906.0
West Village,385.0
Upper West Side-Lincoln Square,1420.0
Financial District-Battery Park City,1422.0
Greenwich Village,649.0
Chelsea-Hudson Yards,276.0
Midtown-Times Square,1418.0
Midtown South-Flatiron-Union Square,1104.0
Chelsea-Hudson Yards,533.0
Central Park,1311.0
Financial District-Battery Park City,513.0
Murray Hill-Kips Bay,1164.0
Midtown South-Flatiron-Union Square,274.0
Chelsea-Hudson Yards,717.0
Williamsburg,1617.0
Murray Hill-Kips Bay,774.0
East Village,525.0
Financial District-Battery Park City,1687.0
East Village,428.0
Fort Greene,311.0
Murray Hill-Kips Bay,1423.0
Murray Hill-Kips Bay,438.0
Upper West Side-Lincoln Square,999.0
Midtown-Times Square,982.0
East Village,410.0
Chelsea-Hudson Yards,481.0
Chelsea-Hudson Yards,524.0
Greenwich Village,1726.0
Chelsea-Hudson Yards,439.0
Midtown South-Flatiron-Union Square,263.0
Financial District-Battery Park City,1728.0
Fort Greene,303.0
Hell's Kitchen,680.0
Gramercy,483.0
Greenwich Village,254.0
SoHo-Little Italy-Hudson Square,1355.0
West Village,778.0
Gramercy,841.0
East Village,612.0
Williamsburg,1111.0
SoHo-Little Italy-Hudson Square,534.0
Financial District-Battery Park City,1034.0
Fort Greene,1513.0
Stuyvesant Town-Peter Cooper Village,663.0
SoHo-Little Italy-Hudson Square,494.0
Stuyvesant Town-Peter Cooper Village,700.0
Greenwich Village,376.0
Chelsea-Hudson Yards,1277.0
Midtown South-Flatiron-Union Square,715.0
Chelsea-Hudson Yards,2046.0
Lower East Side,710.0
Downtown Brooklyn-DUMBO-Boerum Hill,349.0
Chelsea-Hudson Yards,971.0
East Village,263.0
Williamsburg,1353.0
East Midtown-Turtle Bay,574.0
Hell's Kitchen,430.0
Lower East Side,437.0
East Midtown-Turtle Bay,480.0
Midtown-Times Square,937.0
East Midtown-Turtle Bay,172.0
Murray Hill-Kips Bay,455.0
Financial District-Battery Park City,1386.0
Midtown-Times Square,1196.0
Midtown-Times Square,482.0
SoHo-Little Italy-Hudson Square,371.0
West Village,781.0
Midtown South-Flatiron-Union Square,561.0
Midtown-Times Square,1246.0
Midtown South-Flatiron-Union Square,953.0
Hell's Kitchen,939.0
East Village,621.0
Greenwich Village,365.0
Hell's Kitchen,843.0
Chelsea-Hudson Yards,561.0
Greenwich Village,210.0
Hell's Kitchen,330.0
Murray Hill-Kips Bay,459.0
Greenwich Village,1017.0
Greenwich Village,459.0
West Village,293.0
Fort Greene,305.0
East Village,715.0
East Village,710.0
Hell's Kitchen,514.0
Hell's Kitchen,482.0
West Village,470.0
Fort Greene,842.0
Chelsea-Hudson Yards,1429.0
Chelsea-Hudson Yards,1744.0
Midtown South-Flatiron-Union Square,532.0
East Midtown-Turtle Bay,839.0
Lower East Side,445.0
Downtown Brooklyn-DUMBO-Boerum Hill,1795.0
Williamsburg,1408.0
East Village,711.0
Bedford-Stuyvesant (West),302.0
Midtown South-Flatiron-Union Square,1156.0
SoHo-Little Italy-Hudson Square,399.0
West Village,572.0
Lower East Side,533.0
Financial District-Battery Park City,958.0
Lower East Side,428.0
Financial District-Battery Park City,572.0
Midtown South-Flatiron-Union Square,619.0
Murray Hill-Kips Bay,1538.0
Hell's Kitchen,1467.0
Chelsea-Hudson Yards,1009.0
Midtown-Times Square,1205.0
Midtown-Times Square,140.0
Greenwich Village,386.0
Hell's Kitchen,1474.0
Chelsea-Hudson Yards,312.0
Midtown-Times Square,545.0
Murray Hill-Kips Bay,1177.0
Murray Hill-Kips Bay,524.0
Tribeca-Civic Center,435.0
Murray Hill-Kips Bay,667.0
Hell's Kitchen,1263.0
Greenwich Village,433.0
Midtown South-Flatiron-Union Square,738.0
Greenwich Village,815.0
Downtown Brooklyn-DUMBO-Boerum Hill,1009.0
Lower East Side,330.0
Midtown South-Flatiron-Union Square,1548.0
Chelsea-Hudson Yards,537.0
Chelsea-Hudson Yards,1169.0
Tribeca-Civic Center,560.0
Murray Hill-Kips Bay,706.0
Chelsea-Hudson Yards,619.0
Downtown Brooklyn-DUMBO-Boerum Hill,643.0
Tribeca-Civic Center,1221.0
SoHo-Little Italy-Hudson Square,300.0
Lower East Side,364.0
Hell's Kitchen,672.0
Murray Hill-Kips Bay,586.0
Greenwich Village,319.0
Murray Hill-Kips Bay,1000.0
Financial District-Battery Park City,695.0
Financial District-Battery Park City,1177.0
Greenwich Village,552.0
West Village,324.0
Stuyvesant Town-Peter Cooper Village,375.0
Financial District-Battery Park City,2148.0
Financial District-Battery Park City,1324.0
Murray Hill-Kips Bay,419.0
Murray Hill-Kips Bay,412.0
Midtown South-Flatiron-Union Square,251.0
Gramercy,839.0
Gramercy,349.0
West Village,782.0
SoHo-Little Italy-Hudson Square,1307.0
East Village,484.0
Greenwich Village,565.0
Hell's Kitchen,405.0
Murray Hill-Kips Bay,1136.0
Greenwich Village,720.0
Hell's Kitchen,230.0
Chinatown-Two Bridges,214.0
Chelsea-Hudson Yards,371.0
Midtown South-Flatiron-Union Square,395.0
East Village,399.0
Chelsea-Hudson Yards,1118.0
Midtown South-Flatiron-Union Square,880.0
West Village,557.0
Carroll Gardens-Cobble Hill-Gowanus-Red Hook,1517.0
Murray Hill-Kips Bay,893.0
Chelsea-Hudson Yards,284.0
Chelsea-Hudson Yards,426.0
Chelsea-Hudson Yards,766.0
Murray Hill-Kips Bay,810.0
Financial District-Battery Park City,1898.0
West Village,453.0
East Village,1998.0
Murray Hill-Kips Bay,494.0
SoHo-Little Italy-Hudson Square,820.0
Lower East Side,499.0
East Midtown-Turtle Bay,924.0
West Village,385.0
Chelsea-Hudson Yards,1119.0
Midtown South-Flatiron-Union Square,672.0
West Village,357.0
Murray Hill-Kips Bay,440.0
East Village,399.0
Midtown-Times Square,292.0
Fort Greene,511.0
Murray Hill-Kips Bay,361.0
Financial District-Battery Park City,1691.0
Midtown-Times Square,306.0
Greenwich Village,586.0
Fort Greene,303.0
Chelsea-Hudson Yards,1368.0
Murray Hill-Kips Bay,548.0
Hell's Kitchen,371.0
SoHo-Little Italy-Hudson Square,1085.0
Midtown-Times Square,176.0
Chelsea-Hudson Yards,403.0
Murray Hill-Kips Bay,580.0
West Village,1068.0
East Midtown-Turtle Bay,1617.0
SoHo-Little Italy-Hudson Square,381.0
Murray Hill-Kips Bay,1618.0
Chelsea-Hudson Yards,792.0
Murray Hill-Kips Bay,1225.0
Midtown South-Flatiron-Union Square,611.0
East Village,582.0
Downtown Brooklyn-DUMBO-Boerum Hill,1529.0
Murray Hill-Kips Bay,722.0
Lower East Side,831.0
Chelsea-Hudson Yards,1980.0
Chelsea-Hudson Yards,919.0
Midtown-Times Square,290.0
West Village,1267.0
Greenwich Village,1152.0
West Village,802.0
Brooklyn Heights,285.0
Greenwich Village,479.0
Lower East Side,514.0
Hell's Kitchen,453.0
Fort Greene,240.0
Murray Hill-Kips Bay,1425.0
Hell's Kitchen,1622.0
Midtown South-Flatiron-Union Square,682.0
Fort Greene,298.0
Murray Hill-Kips Bay,913.0
Chelsea-Hudson Yards,755.0
Midtown-Times Square,919.0
West Village,978.0
Murray Hill-Kips Bay,203.0
East Village,861.0
Lower East Side,1576.0
Murray Hill-Kips Bay,347.0
East Midtown-Turtle Bay,1580.0
East Midtown-Turtle Bay,1860.0
Downtown Brooklyn-DUMBO-Boerum Hill,1245.0
Greenwich Village,811.0
Gramercy,608.0
Bedford-Stuyvesant (West),678.0
Greenwich Village,1070.0
Tribeca-Civic Center,1114.0
Midtown South-Flatiron-Union Square,648.0
Chelsea-Hudson Yards,484.0
Greenwich Village,305.0
Greenwich Village,930.0
Lower East Side,1205.0
Murray Hill-Kips Bay,866.0
Midtown-Times Square,927.0
Midtown-Times Square,571.0
East Village,569.0
East Village,835.0
Midtown-Times Square,1326.0
Midtown-Times Square,1522.0
Brooklyn Heights,1913.0
Financial District-Battery Park City,1588.0
Midtown South-Flatiron-Union Square,669.0
Greenwich Village,312.0
Brooklyn Heights,844.0
Midtown South-Flatiron-Union Square,570.0
Midtown South-Flatiron-Union Square,1341.0
West Village,644.0
East Village,1351.0
East Village,1637.0
Upper West Side-Lincoln Square,664.0
West Village,1129.0
Chelsea-Hudson Yards,264.0
East Village,592.0
Bedford-Stuyvesant (West),363.0
Williamsburg,1595.0
East Midtown-Turtle Bay,649.0
Chelsea-Hudson Yards,669.0
Tribeca-Civic Center,929.0
Tribeca-Civic Center,975.0
Hell's Kitchen,238.0
Chelsea-Hudson Yards,451.0
Chelsea-Hudson Yards,1038.0
Clinton Hill,1159.0
East Village,1684.0
Hell's Kitchen,180.0
West Village,644.0
Midtown South-Flatiron-Union Square,337.0
Midtown South-Flatiron-Union Square,732.0
Stuyvesant Town-Peter Cooper Village,314.0
Midtown South-Flatiron-Union Square,586.0
Financial District-Battery Park City,1004.0
Chelsea-Hudson Yards,277.0
Midtown South-Flatiron-Union Square,307.0
Tribeca-Civic Center,1348.0
Greenwich Village,403.0
Chelsea-Hudson Yards,442.0
Chinatown-Two Bridges,356.0
West Village,1153.0
Lower East Side,295.0
SoHo-Little Italy-Hudson Square,240.0
SoHo-Little Italy-Hudson Square,339.0
Gramercy,203.0
East Village,1079.0
Midtown-Times Square,1060.0
Chelsea-Hudson Yards,201.0
Financial District-Battery Park City,138.0
SoHo-Little Italy-Hudson Square,564.0
Hell's Kitchen,267.0
Chelsea-Hudson Yards,1016.0
Greenwich Village,1666.0
East Village,223.0
Greenwich Village,671.0
West Village,404.0
SoHo-Little Italy-Hudson Square,1423.0
Fort Greene,863.0
West Village,338.0
East Village,383.0
Chelsea-Hudson Yards,860.0
Chelsea-Hudson Yards,582.0
Chelsea-Hudson Yards,1059.0
Lower East Side,350.0
Chelsea-Hudson Yards,158.0
Brooklyn Heights,1268.0
Tribeca-Civic Center,477.0
Chelsea-Hudson Yards,197.0
Chelsea-Hudson Yards,448.0
Midtown-Times Square,506.0
Midtown-Times Square,529.0
Chelsea-Hudson Yards,1256.0
Midtown South-Flatiron-Union Square,783.0
East Village,434.0
East Village,1480.0
East Midtown-Turtle Bay,243.0
Greenwich Village,811.0
SoHo-Little Italy-Hudson Square,713.0
Murray Hill-Kips Bay,1471.0
Chelsea-Hudson Yards,253.0
Midtown South-Flatiron-Union Square,571.0
Downtown Brooklyn-DUMBO-Boerum Hill,1162.0
Midtown-Times Square,709.0
Chelsea-Hudson Yards,296.0
Midtown South-Flatiron-Union Square,1009.0
Chelsea-Hudson Yards,1655.0
Murray Hill-Kips Bay,984.0
East Village,123.0
Hell's Kitchen,1216.0
West Village,139.0
East Midtown-Turtle Bay,865.0
Midtown-Times Square,414.0
Midtown-Times Square,353.0
Gramercy,832.0
Midtown-Times Square,483.0
Greenwich Village,373.0
Stuyvesant Town-Peter Cooper Village,1926.0
Financial District-Battery Park City,1100.0
Upper West Side-Lincoln Square,993.0
Tribeca-Civic Center,1389.0
Chelsea-Hudson Yards,887.0
Murray Hill-Kips Bay,235.0
Chelsea-Hudson Yards,116.0
Brooklyn Heights,287.0
SoHo-Little Italy-Hudson Square,997.0
Murray Hill-Kips Bay,698.0
Murray Hill-Kips Bay,457.0
Chelsea-Hudson Yards,1211.0
Chelsea-Hudson Yards,1016.0
SoHo-Little Italy-Hudson Square,471.0
Murray Hill-Kips Bay,294.0
Murray Hill-Kips Bay,775.0
Murray Hill-Kips Bay,543.0
Tribeca-Civic Center,791.0
Midtown-Times Square,171.0
Financial District-Battery Park City,398.0
Financial District-Battery Park City,576.0
Chelsea-Hudson Yards,872.0
East Village,437.0
West Village,909.0
Lower East Side,434.0
Murray Hill-Kips Bay,266.0
Gramercy,1647.0
East Village,671.0
West Village,1076.0
Chelsea-Hudson Yards,1695.0
Murray Hill-Kips Bay,1395.0
Lower East Side,1321.0
Financial District-Battery Park City,421.0
Hell's Kitchen,1338.0
East Midtown-Turtle Bay,1008.0
Tribeca-Civic Center,796.0
Midtown-Times Square,312.0
East Village,814.0
Tribeca-Civic Center,183.0
Stuyvesant Town-Peter Cooper Village,1605.0
Midtown South-Flatiron-Union Square,179.0
Midtown-Times Square,687.0
Hell's Kitchen,1650.0
Greenwich Village,1806.0
Gramercy,677.0
Greenwich Village,1492.0
Midtown South-Flatiron-Union Square,1253.0
Murray Hill-Kips Bay,293.0
Chelsea-Hudson Yards,298.0
Hell's Kitchen,307.0
Greenwich Village,599.0
Greenwich Village,245.0
Gramercy,1323.0
Murray Hill-Kips Bay,905.0
East Midtown-Turtle Bay,330.0
Williamsburg,452.0
Chelsea-Hudson Yards,955.0
Murray Hill-Kips Bay,638.0
East Village,383.0
West Village,293.0
Lower East Side,408.0
Chelsea-Hudson Yards,314.0
Chinatown-Two Bridges,550.0
Chelsea-Hudson Yards,971.0
Lower East Side,389.0
Gramercy,397.0
Midtown South-Flatiron-Union Square,148.0
Greenwich Village,211.0
East Village,522.0
West Village,1336.0
East Midtown-Turtle Bay,1502.0
Greenwich Village,798.0
West Village,560.0
Chelsea-Hudson Yards,677.0
Midtown South-Flatiron-Union Square,1109.0
West Village,456.0
Midtown-Times Square,797.0
West Village,383.0
SoHo-Little Italy-Hudson Square,1758.0
Brooklyn Heights,353.0
Financial District-Battery Park City,611.0
Chelsea-Hudson Yards,331.0
Hell's Kitchen,1216.0
East Village,1380.0
Clinton Hill,1539.0
Murray Hill-Kips Bay,1370.0
Chelsea-Hudson Yards,314.0
Midtown South-Flatiron-Union Square,1485.0
Midtown-Times Square,401.0
Chelsea-Hudson Yards,1563.0
West Village,515.0
Lower East Side,629.0
Financial District-Battery Park City,261.0
Chelsea-Hudson Yards,1165.0
Financial District-Battery Park City,548.0
Chelsea-Hudson Yards,1353.0
Downtown Brooklyn-DUMBO-Boerum Hill,356.0
Murray Hill-Kips Bay,329.0
Stuyvesant Town-Peter Cooper Village,275.0
Midtown-Times Square,734.0
Hell's Kitchen,416.0
Chelsea-Hudson Yards,1118.0
Financial District-Battery Park City,1318.0
Financial District-Battery Park City,285.0
Midtown-Times Square,424.0
Midtown-Times Square,704.0
East Midtown-Turtle Bay,500.0
Chelsea-Hudson Yards,276.0
Greenwich Village,258.0
Gramercy,332.0
Williamsburg,636.0
East Midtown-Turtle Bay,739.0
Chelsea-Hudson Yards,1305.0
Hell's Kitchen,198.0
Lower East Side,202.0
Tribeca-Civic Center,1892.0
Midtown-Times Square,1856.0
Stuyvesant Town-Peter Cooper Village,694.0
SoHo-Little Italy-Hudson Square,389.0
Chelsea-Hudson Yards,208.0
Midtown South-Flatiron-Union Square,1706.0
Greenwich Village,620.0
West Village,431.0
Greenwich Village,583.0
Tribeca-Civic Center,1070.0
Downtown Brooklyn-DUMBO-Boerum Hill,682.0
Midtown-Times Square,1405.0
Midtown South-Flatiron-Union Square,398.0
Chelsea-Hudson Yards,1699.0
Financial District-Battery Park City,1258.0
Hell's Kitchen,643.0
Murray Hill-Kips Bay,471.0
Midtown South-Flatiron-Union Square,948.0
Brooklyn Heights,1176.0
Greenwich Village,257.0
Murray Hill-Kips Bay,1204.0
Midtown South-Flatiron-Union Square,305.0
Murray Hill-Kips Bay,653.0
Midtown South-Flatiron-Union Square,1132.0
West Village,1371.0
Chelsea-Hudson Yards,1970.0
Chelsea-Hudson Yards,448.0
Murray Hill-Kips Bay,328.0
Lower East Side,652.0
Financial District-Battery Park City,995.0
Downtown Brooklyn-DUMBO-Boerum Hill,497.0
Greenwich Village,526.0
Chelsea-Hudson Yards,960.0
Tribeca-Civic Center,1224.0
Gramercy,755.0
Financial District-Battery Park City,211.0
Midtown-Times Square,308.0
Brooklyn Heights,515.0
Murray Hill-Kips Bay,415.0
Lower East Side,1152.0
Downtown Brooklyn-DUMBO-Boerum Hill,1919.0
Lower East Side,727.0
East Midtown-Turtle Bay,1690.0
West Village,307.0
Chinatown-Two Bridges,1220.0
Chelsea-Hudson Yards,1851.0
East Midtown-Turtle Bay,919.0
Midtown-Times Square,408.0
West Village,693.0
East Village,1240.0
Chinatown-Two Bridges,794.0
Murray Hill-Kips Bay,758.0
Murray Hill-Kips Bay,812.0
Hell's Kitchen,1586.0
Midtown-Times Square,1415.0
Financial District-Battery Park City,195.0
West Village,473.0
Midtown-Times Square,539.0
Greenwich Village,332.0
SoHo-Little Italy-Hudson Square,565.0
Brooklyn Heights,403.0
Midtown South-Flatiron-Union Square,1001.0
Midtown South-Flatiron-Union Square,1880.0
Financial District-Battery Park City,1612.0
Hell's Kitchen,903.0
Central Park,1492.0
Midtown South-Flatiron-Union Square,648.0
Murray Hill-Kips Bay,496.0
East Village,233.0
Midtown-Times Square,853.0
East Village,450.0
Midtown South-Flatiron-Union Square,515.0
Gramercy,883.0
Bedford-Stuyvesant (West),298.0
Chelsea-Hudson Yards,341.0
Chelsea-Hudson Yards,317.0
Midtown-Times Square,388.0
Chinatown-Two Bridges,488.0
Upper West Side-Lincoln Square,1327.0
SoHo-Little Italy-Hudson Square,1033.0
West Village,275.0
East Midtown-Turtle Bay,1148.0
West Village,1083.0
Chinatown-Two Bridges,489.0
West Village,1386.0
Lower East Side,480.0
Hell's Kitchen,1820.0
West Village,1567.0
Midtown-Times Square,1711.0
Midtown-Times Square,470.0
Downtown Brooklyn-DUMBO-Boerum Hill,117.0
Financial District-Battery Park City,1004.0
West Village,579.0
East Village,673.0
Lower East Side,1221.0
SoHo-Little Italy-Hudson Square,1134.0
Midtown-Times Square,465.0
Downtown Brooklyn-DUMBO-Boerum Hill,348.0
Greenwich Village,1817.0
Hell's Kitchen,342.0
Chelsea-Hudson Yards,453.0
Financial District-Battery Park City,1030.0
Lower East Side,660.0
Lower East Side,806.0
West Village,759.0
Gramercy,1667.0
Financial District-Battery Park City,302.0
Hell's Kitchen,256.0
Midtown-Times Square,1988.0
Tribeca-Civic Center,866.0
Chelsea-Hudson Yards,987.0
West Village,213.0
Murray Hill-Kips Bay,1863.0
Stuyvesant Town-Peter Cooper Village,1402.0
Fort Greene,373.0
Brooklyn Heights,1480.0
Chelsea-Hudson Yards,446.0
Chinatown-Two Bridges,1274.0
Midtown-Times Square,503.0
Williamsburg,285.0
East Midtown-Turtle Bay,1197.0
Hell's Kitchen,542.0
SoHo-Little Italy-Hudson Square,662.0
SoHo-Little Italy-Hudson Square,245.0
Chelsea-Hudson Yards,848.0
Stuyvesant Town-Peter Cooper Village,940.0
Bedford-Stuyvesant (West),820.0
Midtown South-Flatiron-Union Square,1375.0
Midtown South-Flatiron-Union Square,533.0
Midtown South-Flatiron-Union Square,504.0
Greenwich Village,262.0
Midtown South-Flatiron-Union Square,454.0
Midtown-Times Square,471.0
Downtown Brooklyn-DUMBO-Boerum Hill,378.0
Murray Hill-Kips Bay,678.0
Greenwich Village,359.0
Murray Hill-Kips Bay,422.0
Hell's Kitchen,1376.0
Williamsburg,1743.0
Financial District-Battery Park City,1374.0
SoHo-Little Italy-Hudson Square,531.0
East Village,1270.0
Financial District-Battery Park City,1333.0
Murray Hill-Kips Bay,417.0
West Village,650.0
Tribeca-Civic Center,286.0
Chelsea-Hudson Yards,977.0
Murray Hill-Kips Bay,987.0
Midtown-Times Square,592.0
Greenwich Village,226.0
Tribeca-Civic Center,359.0
Chelsea-Hudson Yards,941.0
Greenwich Village,1394.0
SoHo-Little Italy-Hudson Square,1148.0
Tribeca-Civic Center,1123.0
Chinatown-Two Bridges,339.0
West Village,1838.0
Lower East Side,1291.0
Hell's Kitchen,540.0
Murray Hill-Kips Bay,140.0
East Village,1007.0
Chinatown-Two Bridges,319.0
Midtown South-Flatiron-Union Square,638.0
Chelsea-Hudson Yards,646.0
Midtown-Times Square,377.0
Tribeca-Civic Center,1661.0
Bedford-Stuyvesant (West),1591.0
East Midtown-Turtle Bay,704.0
Downtown Brooklyn-DUMBO-Boerum Hill,1765.0
Chelsea-Hudson Yards,1213.0
Carroll Gardens-Cobble Hill-Gowanus-Red Hook,860.0
Financial District-Battery Park City,1005.0
West Village,626.0
Gramercy,145.0
Tribeca-Civic Center,1106.0
Financial District-Battery Park City,1530.0
West Village,991.0
Financial District-Battery Park City,701.0
West Village,780.0
Fort Greene,1056.0
Murray Hill-Kips Bay,991.0
Greenwich Village,505.0
Chelsea-Hudson Yards,412.0
East Village,1099.0
SoHo-Little Italy-Hudson Square,387.0
Murray Hill-Kips Bay,781.0
East Village,346.0
Chelsea-Hudson Yards,534.0
SoHo-Little Italy-Hudson Square,369.0
Chelsea-Hudson Yards,675.0
SoHo-Little Italy-Hudson Square,502.0
Midtown South-Flatiron-Union Square,542.0
Greenwich Village,1245.0
Financial District-Battery Park City,498.0
Financial District-Battery Park City,116.0
Chelsea-Hudson Yards,463.0
Chelsea-Hudson Yards,983.0
Hell's Kitchen,1466.0
SoHo-Little Italy-Hudson Square,374.0
Clinton Hill,267.0
Hell's Kitchen,852.0
Midtown South-Flatiron-Union Square,505.0
Financial District-Battery Park City,107.0
Tribeca-Civic Center,295.0
Chelsea-Hudson Yards,383.0
Midtown South-Flatiron-Union Square,233.0
Gramercy,1398.0
Midtown-Times Square,230.0
Midtown South-Flatiron-Union Square,601.0
Tribeca-Civic Center,1426.0
Downtown Brooklyn-DUMBO-Boerum Hill,356.0
Midtown-Times Square,1298.0
Midtown-Times Square,2105.0
East Village,913.0
Hell's Kitchen,183.0
Midtown-Times Square,1225.0
Greenwich Village,339.0
Midtown-Times Square,610.0
Tribeca-Civic Center,811.0
Gramercy,1295.0
Midtown South-Flatiron-Union Square,674.0
Tribeca-Civic Center,259.0
Chelsea-Hudson Yards,462.0
Central Park,1913.0
Chelsea-Hudson Yards,478.0
Greenwich Village,248.0
East Midtown-Turtle Bay,850.0
West Village,904.0
Downtown Brooklyn-DUMBO-Boerum Hill,1270.0
Hell's Kitchen,1290.0
Chelsea-Hudson Yards,356.0
East Midtown-Turtle Bay,716.0
Midtown-Times Square,433.0
Midtown-Times Square,674.0
Midtown-Times Square,748.0
Stuyvesant Town-Peter Cooper Village,1373.0
Lower East Side,649.0
Hell's Kitchen,631.0
East Village,1312.0
West Village,805.0
Greenwich Village,588.0
Lower East Side,219.0
West Village,497.0
Greenwich Village,233.0
Midtown South-Flatiron-Union Square,369.0
Midtown-Times Square,703.0
Murray Hill-Kips Bay,964.0
Gramercy,462.0
Chelsea-Hudson Yards,771.0
SoHo-Little Italy-Hudson Square,1152.0
Chelsea-Hudson Yards,720.0
Chelsea-Hudson Yards,433.0
SoHo-Little Italy-Hudson Square,413.0
Midtown-Times Square,227.0
Midtown-Times Square,1454.0
Chelsea-Hudson Yards,1425.0
East Village,127.0
Gramercy,1183.0
West Village,385.0
Midtown-Times Square,652.0
Hell's Kitchen,1472.0
Financial District-Battery Park City,1268.0
Midtown South-Flatiron-Union Square,718.0
Park Slope,1372.0
Bedford-Stuyvesant (West),273.0
Midtown South-Flatiron-Union Square,750.0
Gramercy,411.0
SoHo-Little Italy-Hudson Square,571.0
SoHo-Little Italy-Hudson Square,896.0
Midtown-Times Square,1576.0
East Village,295.0
East Village,639.0
Stuyvesant Town-Peter Cooper Village,516.0
Lower East Side,1931.0
Hell's Kitchen,1012.0
Financial District-Battery Park City,663.0
Gramercy,876.0
West Village,208.0
Brooklyn Heights,1333.0
SoHo-Little Italy-Hudson Square,255.0
Stuyvesant Town-Peter Cooper Village,1225.0
Midtown South-Flatiron-Union Square,1252.0
Stuyvesant Town-Peter Cooper Village,1345.0
Midtown-Times Square,1585.0
Tribeca-Civic Center,552.0
Murray Hill-Kips Bay,752.0
Gramercy,337.0
Midtown-Times Square,773.0
Midtown South-Flatiron-Union Square,483.0
West Village,745.0
Greenwich Village,882.0
Midtown South-Flatiron-Union Square,689.0
Chelsea-Hudson Yards,487.0
SoHo-Little Italy-Hudson Square,603.0
Murray Hill-Kips Bay,1301.0
Chelsea-Hudson Yards,437.0
Greenwich Village,589.0
Chelsea-Hudson Yards,1764.0
Downtown Brooklyn-DUMBO-Boerum Hill,127.0
Greenwich Village,1106.0
Midtown-Times Square,481.0
Chelsea-Hudson Yards,716.0
Murray Hill-Kips Bay,1565.0
Midtown-Times Square,287.0
Midtown South-Flatiron-Union Square,658.0
Gramercy,473.0
Downtown Brooklyn-DUMBO-Boerum Hill,1180.0
Murray Hill-Kips Bay,578.0
Tribeca-Civic Center,645.0
Williamsburg,761.0
West Village,425.0
Greenwich Village,496.0
East Village,713.0
Murray Hill-Kips Bay,568.0
Midtown-Times Square,1817.0
Financial District-Battery Park City,1070.0
Chinatown-Two Bridges,303.0
Midtown-Times Square,491.0
Stuyvesant Town-Peter Cooper Village,427.0
Lower East Side,792.0
East Midtown-Turtle Bay,662.0
Gramercy,373.0
Chelsea-Hudson Yards,734.0
Midtown-Times Square,291.0
Midtown South-Flatiron-Union Square,1792.0
Greenwich Village,1122.0
Gramercy,571.0
Chelsea-Hudson Yards,1520.0
East Village,160.0
Financial District-Battery Park City,967.0
Midtown South-Flatiron-Union Square,1405.0
Downtown Brooklyn-DUMBO-Boerum Hill,523.0
Chinatown-Two Bridges,1338.0
Midtown-Times Square,2000.0
East Midtown-Turtle Bay,631.0
Downtown Brooklyn-DUMBO-Boerum Hill,309.0
Midtown-Times Square,1303.0
Midtown-Times Square,579.0
