start_neighborhood,trip_duration
East Midtown-Turtle Bay,151.0
Lower East Side,543.0
Fort Greene,272.0
West Village,718.0
Fort Greene,945.0
Midtown South-Flatiron-Union Square,540.0
Midtown-Times Square,1695.0
Chelsea-Hudson Yards,218.0
Chelsea-Hudson Yards,1706.0
Midtown South-Flatiron-Union Square,1965.0
Midtown South-Flatiron-Union Square,456.0
Midtown South-Flatiron-Union Square,778.0
Lower East Side,917.0
East Midtown-Turtle Bay,504.0
Midtown South-Flatiron-Union Square,532.0
Midtown South-Flatiron-Union Square,1034.0
East Village,1528.0
Murray Hill-Kips Bay,426.0
Fort Greene,420.0
The Battery-Governors Island-Ellis Island-Liberty Island,535.0
Clinton Hill,255.0
East Village,925.0
Midtown-Times Square,958.0
Chelsea-Hudson Yards,1786.0
West Village,663.0
Greenwich Village,266.0
Williamsburg,1246.0
Chelsea-Hudson Yards,331.0
Midtown-Times Square,360.0
East Village,1142.0
Murray Hill-Kips Bay,1821.0
Chelsea-Hudson Yards,1025.0
Chelsea-Hudson Yards,536.0
Midtown-Times Square,1480.0
Midtown South-Flatiron-Union Square,833.0
Lower East Side,601.0
Tribeca-Civic Center,438.0
East Village,543.0
Downtown Brooklyn-DUMBO-Boerum Hill,1963.0
East Village,1117.0
Murray Hill-Kips Bay,456.0
Tribeca-Civic Center,271.0
East Midtown-Turtle Bay,997.0
Midtown South-Flatiron-Union Square,309.0
Murray Hill-Kips Bay,637.0
Stuyvesant Town-Peter Cooper Village,557.0
SoHo-Little Italy-Hudson Square,914.0
Downtown Brooklyn-DUMBO-Boerum Hill,192.0
Midtown-Times Square,456.0
Midtown South-Flatiron-Union Square,403.0
Murray Hill-Kips Bay,790.0
Gramercy,1321.0
Chelsea-Hudson Yards,860.0
Murray Hill-Kips Bay,335.0
Gramercy,263.0
Financial District-Battery Park City,1309.0
Gramercy,1607.0
Murray Hill-Kips Bay,842.0
Tribeca-Civic Center,1074.0
Chelsea-Hudson Yards,1494.0
SoHo-Little Italy-Hudson Square,1933.0
Midtown-Times Square,672.0
SoHo-Little Italy-Hudson Square,396.0
Gramercy,333.0
East Village,1329.0
Greenwich Village,682.0
Tribeca-Civic Center,330.0
Chelsea-Hudson Yards,145.0
Chelsea-Hudson Yards,340.0
Chelsea-Hudson Yards,1018.0
Hell's Kitchen,692.0
Greenwich Village,396.0
Greenwich Village,324.0
Chelsea-Hudson Yards,795.0
East Midtown-Turtle Bay,854.0
Greenwich Village,670.0
Chinatown-Two Bridges,496.0
Chelsea-Hudson Yards,441.0
Hell's Kitchen,249.0
SoHo-Little Italy-Hudson Square,527.0
Greenwich Village,770.0
West Village,723.0
Financial District-Battery Park City,318.0
Midtown-Times Square,1116.0
Fort Greene,1193.0
East Village,228.0
East Village,894.0
West Village,772.0
Murray Hill-Kips Bay,650.0
Williamsburg,454.0
Financial District-Battery Park City,1535.0
Murray Hill-Kips Bay,803.0
West Village,293.0
Midtown-Times Square,371.0
Lower East Side,1075.0
Midtown-Times Square,946.0
Stuyvesant Town-Peter Cooper Village,2119.0
Murray Hill-Kips Bay,880.0
Midtown-Times Square,614.0
Chelsea-Hudson Yards,330.0
Hell's Kitchen,640.0
East Village,704.0
Greenwich Village,755.0
Tribeca-Civic Center,417.0
Chelsea-Hudson Yards,406.0
Midtown South-Flatiron-Union Square,449.0
Midtown-Times Square,470.0
Chelsea-Hudson Yards,799.0
West Village,484.0
Chelsea-Hudson Yards,1829.0
Gramercy,706.0
Upper West Side-Lincoln Square,352.0
East Village,115.0
Tribeca-Civic Center,821.0
Midtown South-Flatiron-Union Square,489.0
Chelsea-Hudson Yards,1091.0
Greenwich Village,326.0
Chelsea-Hudson Yards,549.0
SoHo-Little Italy-Hudson Square,1336.0
Chelsea-Hudson Yards,388.0
Financial District-Battery Park City,1292.0
Midtown-Times Square,413.0
Greenwich Village,124.0
East Village,1286.0
Lower East Side,679.0
Midtown-Times Square,1104.0
SoHo-Little Italy-Hudson Square,1912.0
Financial District-Battery Park City,654.0
Chelsea-Hudson Yards,241.0
Midtown-Times Square,178.0
Financial District-Battery Park City,565.0
Fort Greene,594.0
Financial District-Battery Park City,391.0
East Village,712.0
Hell's Kitchen,718.0
SoHo-Little Italy-Hudson Square,488.0
Midtown South-Flatiron-Union Square,298.0
Upper West Side-Lincoln Square,2123.0
Tribeca-Civic Center,737.0
Chelsea-Hudson Yards,422.0
Hell's Kitchen,575.0
Financial District-Battery Park City,1361.0
Greenwich Village,481.0
Lower East Side,580.0
Central Park,766.0
West Village,482.0
Hell's Kitchen,240.0
Williamsburg,398.0
Tribeca-Civic Center,546.0
Murray Hill-Kips Bay,403.0
Stuyvesant Town-Peter Cooper Village,102.0
Murray Hill-Kips Bay,264.0
Financial District-Battery Park City,1174.0
Midtown-Times Square,1024.0
Chelsea-Hudson Yards,1562.0
Gramercy,407.0
Financial District-Battery Park City,328.0
East Village,1853.0
Hell's Kitchen,240.0
Hell's Kitchen,1060.0
Greenwich Village,267.0
Greenwich Village,1103.0
Gramercy,1038.0
Midtown South-Flatiron-Union Square,528.0
West Village,371.0
Downtown Brooklyn-DUMBO-Boerum Hill,650.0
Midtown-Times Square,774.0
Downtown Brooklyn-DUMBO-Boerum Hill,501.0
East Village,1458.0
Murray Hill-Kips Bay,625.0
Murray Hill-Kips Bay,1602.0
Hell's Kitchen,433.0
Financial District-Battery Park City,740.0
East Village,606.0
Fort Greene,643.0
SoHo-Little Italy-Hudson Square,422.0
Stuyvesant Town-Peter Cooper Village,1052.0
Stuyvesant Town-Peter Cooper Village,922.0
Midtown-Times Square,303.0
West Village,448.0
Midtown-Times Square,330.0
Financial District-Battery Park City,409.0
Greenwich Village,369.0
Gramercy,964.0
Greenwich Village,335.0
Fort Greene,353.0
East Village,330.0
Chinatown-Two Bridges,206.0
SoHo-Little Italy-Hudson Square,645.0
Lower East Side,567.0
Midtown South-Flatiron-Union Square,759.0
Hell's Kitchen,1434.0
Midtown-Times Square,569.0
Murray Hill-Kips Bay,406.0
Midtown-Times Square,896.0
Chelsea-Hudson Yards,278.0
Midtown-Times Square,308.0
Midtown-Times Square,674.0
Chelsea-Hudson Yards,524.0
Fort Greene,895.0
Greenwich Village,424.0
Midtown South-Flatiron-Union Square,368.0
Tribeca-Civic Center,267.0
SoHo-Little Italy-Hudson Square,221.0
Downtown Brooklyn-DUMBO-Boerum Hill,691.0
Greenwich Village,760.0
Stuyvesant Town-Peter Cooper Village,220.0
Tribeca-Civic Center,2054.0
West Village,365.0
Chelsea-Hudson Yards,554.0
Financial District-Battery Park City,999.0
West Village,424.0
Gramercy,976.0
Brooklyn Heights,741.0
Murray Hill-Kips Bay,642.0
Murray Hill-Kips Bay,977.0
Murray Hill-Kips Bay,208.0
Fort Greene,633.0
SoHo-Little Italy-Hudson Square,751.0
Financial District-Battery Park City,1278.0
East Midtown-Turtle Bay,884.0
Greenwich Village,310.0
Midtown-Times Square,452.0
Midtown South-Flatiron-Union Square,693.0
Stuyvesant Town-Peter Cooper Village,1906.0
Midtown-Times Square,1648.0
East Midtown-Turtle Bay,871.0
SoHo-Little Italy-Hudson Square,985.0
Chelsea-Hudson Yards,588.0
Stuyvesant Town-Peter Cooper Village,539.0
Greenwich Village,510.0
Financial District-Battery Park City,1550.0
West Village,1328.0
Murray Hill-Kips Bay,607.0
Gramercy,1415.0
Midtown South-Flatiron-Union Square,1544.0
Murray Hill-Kips Bay,911.0
Chinatown-Two Bridges,473.0
East Midtown-Turtle Bay,1006.0
Midtown-Times Square,1154.0
Murray Hill-Kips Bay,772.0
SoHo-Little Italy-Hudson Square,864.0
Chelsea-Hudson Yards,863.0
East Village,780.0
Chelsea-Hudson Yards,427.0
East Village,273.0
SoHo-Little Italy-Hudson Square,1247.0
Financial District-Battery Park City,657.0
West Village,1538.0
Chelsea-Hudson Yards,859.0
Upper East Side-Lenox Hill-Roosevelt Island,515.0
Stuyvesant Town-Peter Cooper Village,487.0
Lower East Side,363.0
Midtown-Times Square,475.0
Midtown-Times Square,475.0
Central Park,633.0
Chelsea-Hudson Yards,284.0
Greenwich Village,290.0
Midtown-Times Square,1209.0
West Village,1182.0
Midtown-Times Square,438.0
Hell's Kitchen,394.0
Williamsburg,1155.0
Greenwich Village,1322.0
West Village,439.0
Murray Hill-Kips Bay,290.0
Tribeca-Civic Center,293.0
Greenwich Village,528.0
Tribeca-Civic Center,908.0
Lower East Side,908.0
Hell's Kitchen,506.0
West Village,873.0
Midtown-Times Square,611.0
Williamsburg,346.0
Chelsea-Hudson Yards,566.0
East Midtown-Turtle Bay,239.0
Midtown-Times Square,228.0
East Village,667.0
Hell's Kitchen,632.0
Murray Hill-Kips Bay,869.0
Upper West Side-Lincoln Square,1246.0
Brooklyn Heights,539.0
Midtown-Times Square,644.0
SoHo-Little Italy-Hudson Square,1295.0
East Village,1212.0
Chelsea-Hudson Yards,379.0
Tribeca-Civic Center,246.0
Williamsburg,1691.0
Midtown-Times Square,1165.0
Midtown-Times Square,570.0
East Midtown-Turtle Bay,2092.0
Midtown-Times Square,159.0
East Midtown-Turtle Bay,630.0
Murray Hill-Kips Bay,312.0
SoHo-Little Italy-Hudson Square,534.0
Midtown South-Flatiron-Union Square,637.0
Chelsea-Hudson Yards,222.0
Greenwich Village,203.0
Midtown-Times Square,421.0
East Midtown-Turtle Bay,1190.0
Chelsea-Hudson Yards,1492.0
Chinatown-Two Bridges,455.0
Midtown-Times Square,1816.0
Tribeca-Civic Center,405.0
East Village,148.0
East Midtown-Turtle Bay,686.0
Midtown South-Flatiron-Union Square,480.0
Lower East Side,621.0
Chelsea-Hudson Yards,352.0
East Midtown-Turtle Bay,1513.0
Chelsea-Hudson Yards,394.0
Greenwich Village,1053.0
Chelsea-Hudson Yards,599.0
Stuyvesant Town-Peter Cooper Village,391.0
Chinatown-Two Bridges,1732.0
Upper West Side-Lincoln Square,1920.0
Greenwich Village,1121.0
Midtown South-Flatiron-Union Square,165.0
Lower East Side,631.0
West Village,1886.0
Gramercy,644.0
Financial District-Battery Park City,385.0
Stuyvesant Town-Peter Cooper Village,436.0
East Village,306.0
Midtown-Times Square,298.0
Murray Hill-Kips Bay,1745.0
Chelsea-Hudson Yards,1379.0
Midtown-Times Square,521.0
Clinton Hill,190.0
Lower East Side,312.0
Murray Hill-Kips Bay,163.0
Midtown-Times Square,1712.0
Fort Greene,848.0
Murray Hill-Kips Bay,830.0
Financial District-Battery Park City,752.0
Midtown-Times Square,2137.0
Hell's Kitchen,815.0
Stuyvesant Town-Peter Cooper Village,784.0
Chelsea-Hudson Yards,584.0
East Midtown-Turtle Bay,1129.0
Chelsea-Hudson Yards,1339.0
Stuyvesant Town-Peter Cooper Village,1574.0
Murray Hill-Kips Bay,416.0
Murray Hill-Kips Bay,467.0
Chelsea-Hudson Yards,616.0
Midtown-Times Square,483.0
Midtown South-Flatiron-Union Square,682.0
Financial District-Battery Park City,408.0
Chelsea-Hudson Yards,460.0
Park Slope,969.0
Midtown South-Flatiron-Union Square,290.0
East Village,369.0
Tribeca-Civic Center,638.0
West Village,335.0
Greenwich Village,408.0
Midtown-Times Square,1100.0
Tribeca-Civic Center,1007.0
East Village,636.0
Hell's Kitchen,263.0
West Village,1423.0
Hell's Kitchen,294.0
Chelsea-Hudson Yards,210.0
Chelsea-Hudson Yards,379.0
Downtown Brooklyn-DUMBO-Boerum Hill,608.0
Downtown Brooklyn-DUMBO-Boerum Hill,1814.0
Financial District-Battery Park City,679.0
The Battery-Governors Island-Ellis Island-Liberty Island,683.0
Tribeca-Civic Center,431.0
Upper West Side-Lincoln Square,1330.0
Greenwich Village,746.0
Midtown South-Flatiron-Union Square,712.0
SoHo-Little Italy-Hudson Square,75.0
West Village,236.0
Stuyvesant Town-Peter Cooper Village,602.0
SoHo-Little Italy-Hudson Square,1035.0
East Midtown-Turtle Bay,1041.0
Chelsea-Hudson Yards,468.0
Greenwich Village,644.0
SoHo-Little Italy-Hudson Square,409.0
SoHo-Little Italy-Hudson Square,370.0
Murray Hill-Kips Bay,1852.0
Lower East Side,338.0
Tribeca-Civic Center,738.0
Lower East Side,494.0
Hell's Kitchen,1015.0
West Village,681.0
Midtown South-Flatiron-Union Square,470.0
East Midtown-Turtle Bay,445.0
Midtown-Times Square,256.0
Chelsea-Hudson Yards,368.0
Gramercy,544.0
Hell's Kitchen,883.0
Midtown South-Flatiron-Union Square,382.0
Chelsea-Hudson Yards,445.0
SoHo-Little Italy-Hudson Square,865.0
Midtown-Times Square,427.0
Chelsea-Hudson Yards,1333.0
Clinton Hill,1076.0
Murray Hill-Kips Bay,254.0
SoHo-Little Italy-Hudson Square,481.0
Murray Hill-Kips Bay,1130.0
Upper East Side-Lenox Hill-Roosevelt Island,1559.0
Midtown South-Flatiron-Union Square,675.0
Chelsea-Hudson Yards,503.0
Hell's Kitchen,790.0
Chelsea-Hudson Yards,381.0
Chelsea-Hudson Yards,366.0
Midtown-Times Square,641.0
East Village,953.0
Greenwich Village,642.0
Fort Greene,514.0
Greenwich Village,1092.0
Financial District-Battery Park City,1580.0
Financial District-Battery Park City,309.0
Williamsburg,349.0
Midtown South-Flatiron-Union Square,282.0
Financial District-Battery Park City,1484.0
West Village,212.0
Hell's Kitchen,573.0
Greenwich Village,535.0
West Village,1153.0
Murray Hill-Kips Bay,1347.0
Chinatown-Two Bridges,1130.0
West Village,167.0
Downtown Brooklyn-DUMBO-Boerum Hill,355.0
Fort Greene,601.0
Tribeca-Civic Center,640.0
Carroll Gardens-Cobble Hill-Gowanus-Red Hook,579.0
Hell's Kitchen,1767.0
Chelsea-Hudson Yards,514.0
East Village,665.0
Williamsburg,1341.0
Tribeca-Civic Center,914.0
Downtown Brooklyn-DUMBO-Boerum Hill,659.0
Midtown South-Flatiron-Union Square,656.0
Midtown South-Flatiron-Union Square,438.0
Tribeca-Civic Center,231.0
Financial District-Battery Park City,1448.0
East Village,965.0
Greenwich Village,1092.0
Financial District-Battery Park City,1544.0
Murray Hill-Kips Bay,877.0
Murray Hill-Kips Bay,758.0
Midtown South-Flatiron-Union Square,945.0
Midtown-Times Square,1713.0
Chelsea-Hudson Yards,1517.0
Financial District-Battery Park City,212.0
Chelsea-Hudson Yards,730.0
Greenwich Village,1403.0
Financial District-Battery Park City,309.0
Financial District-Battery Park City,444.0
SoHo-Little Italy-Hudson Square,347.0
Brooklyn Heights,922.0
Fort Greene,1175.0
Bedford-Stuyvesant (West),697.0
Financial District-Battery Park City,496.0
Greenwich Village,888.0
SoHo-Little Italy-Hudson Square,458.0
Lower East Side,544.0
Williamsburg,658.0
Fort Greene,1302.0
Chinatown-Two Bridges,1598.0
SoHo-Little Italy-Hudson Square,702.0
Bedford-Stuyvesant (West),1084.0
Tribeca-Civic Center,1279.0
Midtown-Times Square,666.0
West Village,478.0
Financial District-Battery Park City,1671.0
Gramercy,278.0
SoHo-Little Italy-Hudson Square,745.0
Chelsea-Hudson Yards,475.0
Tribeca-Civic Center,794.0
Fort Greene,337.0
Chelsea-Hudson Yards,692.0
Chelsea-Hudson Yards,951.0
East Village,129.0
Chelsea-Hudson Yards,1937.0
Greenwich Village,291.0
Midtown-Times Square,1406.0
Midtown South-Flatiron-Union Square,577.0
Park Slope,295.0
Greenwich Village,700.0
Midtown South-Flatiron-Union Square,932.0
Financial District-Battery Park City,1533.0
Chelsea-Hudson Yards,1214.0
Chelsea-Hudson Yards,869.0
East Village,1613.0
Murray Hill-Kips Bay,193.0
Lower East Side,837.0
Hell's Kitchen,926.0
Midtown South-Flatiron-Union Square,495.0
Fort Greene,435.0
Lower East Side,269.0
Greenwich Village,645.0
Midtown South-Flatiron-Union Square,412.0
Lower East Side,1210.0
Chelsea-Hudson Yards,220.0
Central Park,175.0
SoHo-Little Italy-Hudson Square,976.0
Midtown South-Flatiron-Union Square,343.0
Greenwich Village,452.0
East Midtown-Turtle Bay,810.0
Midtown-Times Square,704.0
Lower East Side,1118.0
Downtown Brooklyn-DUMBO-Boerum Hill,87.0
Greenwich Village,364.0
Midtown-Times Square,1186.0
Greenwich Village,443.0
Greenwich Village,269.0
Midtown-Times Square,1008.0
Financial District-Battery Park City,334.0
East Village,275.0
Midtown South-Flatiron-Union Square,578.0
Murray Hill-Kips Bay,320.0
Midtown South-Flatiron-Union Square,276.0
Murray Hill-Kips Bay,1371.0
Lower East Side,1499.0
East Village,402.0
Tribeca-Civic Center,1377.0
Murray Hill-Kips Bay,299.0
Lower East Side,720.0
Chelsea-Hudson Yards,1066.0
Chelsea-Hudson Yards,368.0
Greenwich Village,588.0
Chelsea-Hudson Yards,1825.0
Hell's Kitchen,1412.0
SoHo-Little Italy-Hudson Square,862.0
Chinatown-Two Bridges,664.0
Murray Hill-Kips Bay,352.0
Financial District-Battery Park City,1422.0
West Village,1030.0
Chelsea-Hudson Yards,990.0
Greenwich Village,400.0
Greenwich Village,198.0
Chelsea-Hudson Yards,1999.0
Midtown-Times Square,1821.0
Midtown South-Flatiron-Union Square,283.0
Hell's Kitchen,2064.0
Greenwich Village,195.0
East Midtown-Turtle Bay,737.0
Tribeca-Civic Center,536.0
Lower East Side,1149.0
Downtown Brooklyn-DUMBO-Boerum Hill,419.0
Midtown-Times Square,745.0
Chelsea-Hudson Yards,1675.0
Chelsea-Hudson Yards,995.0
West Village,1391.0
Gramercy,1592.0
Clinton Hill,516.0
SoHo-Little Italy-Hudson Square,471.0
East Village,1505.0
SoHo-Little Italy-Hudson Square,599.0
East Midtown-Turtle Bay,294.0
Chelsea-Hudson Yards,792.0
East Village,910.0
The Battery-Governors Island-Ellis Island-Liberty Island,1650.0
Hell's Kitchen,363.0
Chelsea-Hudson Yards,1544.0
Midtown-Times Square,766.0
Tribeca-Civic Center,760.0
Hell's Kitchen,248.0
Chelsea-Hudson Yards,827.0
West Village,963.0
Chelsea-Hudson Yards,563.0
West Village,1349.0
Gramercy,1184.0
East Village,280.0
SoHo-Little Italy-Hudson Square,457.0
West Village,1422.0
East Village,369.0
Financial District-Battery Park City,1608.0
Financial District-Battery Park City,818.0
Gramercy,359.0
Tribeca-Civic Center,530.0
Hell's Kitchen,1293.0
Gramercy,2111.0
Financial District-Battery Park City,407.0
Tribeca-Civic Center,1615.0
Midtown-Times Square,289.0
Midtown-Times Square,659.0
Midtown-Times Square,424.0
Tribeca-Civic Center,624.0
Tribeca-Civic Center,1285.0
Brooklyn Heights,347.0
Murray Hill-Kips Bay,584.0
Gramercy,729.0
Chelsea-Hudson Yards,816.0
Hell's Kitchen,378.0
West Village,619.0
Upper West Side-Lincoln Square,303.0
Murray Hill-Kips Bay,647.0
Stuyvesant Town-Peter Cooper Village,496.0
Greenwich Village,585.0
Midtown South-Flatiron-Union Square,1276.0
Greenwich Village,116.0
Greenwich Village,450.0
Financial District-Battery Park City,1158.0
Midtown South-Flatiron-Union Square,674.0
West Village,949.0
Central Park,1856.0
The Battery-Governors Island-Ellis Island-Liberty Island,662.0
Hell's Kitchen,1012.0
Murray Hill-Kips Bay,1415.0
Greenwich Village,359.0
Greenwich Village,1084.0
Midtown South-Flatiron-Union Square,621.0
Midtown-Times Square,251.0
Gramercy,586.0
Chinatown-Two Bridges,889.0
Chelsea-Hudson Yards,1151.0
Greenwich Village,66.0
Financial District-Battery Park City,156.0
Chelsea-Hudson Yards,405.0
East Village,1190.0
Chelsea-Hudson Yards,1829.0
SoHo-Little Italy-Hudson Square,367.0
Chelsea-Hudson Yards,866.0
Midtown South-Flatiron-Union Square,1088.0
Greenwich Village,1102.0
SoHo-Little Italy-Hudson Square,1085.0
Chelsea-Hudson Yards,952.0
Greenwich Village,603.0
East Village,527.0
SoHo-Little Italy-Hudson Square,687.0
Financial District-Battery Park City,541.0
Tribeca-Civic Center,1659.0
Downtown Brooklyn-DUMBO-Boerum Hill,1024.0
Financial District-Battery Park City,1150.0
Midtown South-Flatiron-Union Square,357.0
Murray Hill-Kips Bay,545.0
Tribeca-Civic Center,857.0
Tribeca-Civic Center,428.0
Chelsea-Hudson Yards,695.0
Midtown-Times Square,297.0
Stuyvesant Town-Peter Cooper Village,1521.0
Lower East Side,857.0
Hell's Kitchen,869.0
Financial District-Battery Park City,1239.0
East Village,412.0
East Village,415.0
Upper West Side-Lincoln Square,1586.0
East Village,1020.0
Midtown-Times Square,1164.0
East Village,1202.0
Midtown South-Flatiron-Union Square,367.0
Chelsea-Hudson Yards,364.0
Chelsea-Hudson Yards,965.0
East Village,912.0
East Midtown-Turtle Bay,968.0
Financial District-Battery Park City,398.0
West Village,378.0
West Village,2087.0
Downtown Brooklyn-DUMBO-Boerum Hill,2086.0
Chelsea-Hudson Yards,725.0
Hell's Kitchen,74.0
Greenwich Village,159.0
Fort Greene,1088.0
Williamsburg,1150.0
Midtown-Times Square,783.0
East Village,1426.0
Chelsea-Hudson Yards,638.0
Tribeca-Civic Center,2034.0
SoHo-Little Italy-Hudson Square,792.0
Bedford-Stuyvesant (West),197.0
Midtown-Times Square,919.0
Financial District-Battery Park City,568.0
Midtown-Times Square,495.0
East Midtown-Turtle Bay,463.0
Midtown South-Flatiron-Union Square,342.0
Financial District-Battery Park City,1334.0
West Village,340.0
Financial District-Battery Park City,215.0
Lower East Side,281.0
Financial District-Battery Park City,315.0
Midtown-Times Square,649.0
Financial District-Battery Park City,636.0
Greenwich Village,358.0
Murray Hill-Kips Bay,1017.0
Greenwich Village,339.0
Stuyvesant Town-Peter Cooper Village,1199.0
Tribeca-Civic Center,524.0
Midtown South-Flatiron-Union Square,812.0
Hell's Kitchen,1386.0
Greenwich Village,485.0
Lower East Side,714.0
East Village,719.0
East Village,543.0
Murray Hill-Kips Bay,390.0
Murray Hill-Kips Bay,1078.0
